,44.922,-299.805,-34.107,57.802,-40.298,-741.699,-192.383,-276.855,-61.763,1.008,-27.786,37,21.52
119389,-769.043,297.852,-212.402,-33.588,61.389,-65.282,-764.648,-367.187,-286.133,-71.069,6.000,-12.511,39,21.52
119421,-756.348,490.723,-110.352,-36.947,56.824,-76.473,-812.988,-556.641,-329.590,-78.947,8.824,14.733,41,21.52
119453,-739.258,580.078,13.672,-45.076,53.008,-77.031,-803.223,-582.031,-318.359,-76.435,5.565,35.473,39,21.52
119484,-828.125,638.184,133.789,-39.847,33.267,-60.771,-878.906,-532.227,-338.867,-53.893,-3.458,46.649,39,21.52
119515,-832.520,1019.531,539.551,-15.206,-5.351,-20.328,-1145.508,-488.281,-545.410,-8.130,-15.756,37.321,38,21.52
119547,-1819.824,219.238,-496.582,0.931,-37.427,28.450,-1567.383,-829.102,-331.055,39.931,-52.481,-12.794,31,21.52
119579,-359.863,823.730,-769.043,-8.412,-20.069,23.725,-510.742,-232.910,-113.770,-3.679,-28.229,21.695,59,21.52
119610,-752.930,22.461,58.594,-32.427,-15.168,15.053,-740.234,98.633,-465.820,-19.962,-26.305,30.748,39,21.52
119642,-1030.273,643.066,-54.688,-40.771,-10.641,11.489,-1186.035,-72.754,-31.738,-35.359,-41.794,14.840,55,21.52
119673,-808.105,511.230,-64.941,-63.786,6.603,7.885,-908.691,-103.516,145.996,-65.557,-30.580,12.374,41,21.52
119705,-802.734,384.766,-9.277,-68.206,17.901,9.069,-863.770,-288.086,-55.664,-69.115,-30.008,3.046,41,21.52
119737,-939.941,410.645,-203.125,-47.137,7.702,9.771,-930.664,-397.949,-104.492,-46.687,-19.847,2.137,39,21.52
119769,-925.781,425.293,-118.652,-20.374,-5.786,17.336,-956.543,-353.516,-204.590,-12.427,-18.763,3.656,39,21.52
119801,-835.449,490.234,-101.074,-8.115,-10.191,12.908,-958.984,-81.543,-66.895,0.191,-17.748,7.748,39,21.52
119833,-827.637,553.711,-28.809,-18.252,-4.756,6.641,-1011.230,-93.750,-50.293,-20.664,-12.832,6.221,39,21.54
119865,-949.707,478.027,-56.152,-24.901,5.870,7.099,-972.168,-156.738,-68.848,-30.008,-13.634,5.931,39,21.54
119897,-710.449,442.383,-143.555,-28.160,8.252,4.061,-971.680,-316.895,22.949,-25.931,-11.122,5.412,39,21.54
119929,-818.848,433.594,-62.988,-17.954,10.405,4.359,-955.078,-307.129,-50.293,-24.603,-7.282,7.985,3699,21.54
119960,-884.766,487.793,-74.219,-15.939,9.313,7.901,-987.793,-237.305,-62.988,-18.153,-1.908,5.786,3695,21.54
119991,-830.078,509.277,-68.359,-8.702,6.534,10.252,-969.238,-90.820,-73.730,-14.450,0.084,8.336,3691,21.54
120023,-818.359,545.410,-57.129,-12.580,9.969,0.824,-981.934,57.129,-123.535,-20.985,0.916,2.985,2245,21.54
120055,-817.871,577.637,-68.359,-20.901,16.878,-1.382,-1003.906,-27.832,-144.531,-31.695,-0.153,-6.191,3693,21.54
120087,-833.496,552.246,-62.988,-21.099,20.061,-3.534,-1001.953,-107.422,-78.125,-36.901,1.473,-8.168,3700,21.54
